Snapshot;Date;BugFix;Entity;Public;Code;ChangeType
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isServiceCodeCallForwarding(String);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isServiceCodeCallBarring(String);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.scToBarringFacility(String);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.GsmMmiCode(GSMPhone);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.getState();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.getMessage();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.cancel();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.isCancelable();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isMMI();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isShortCode();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isTwoDigitShortCode(Context,String);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isShortCode(String,GSMPhone);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isShortCodeUSSD(String,GSMPhone);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isPinCommand();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isTemporaryModeCLIR();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.getCLIRMode();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isActivate();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isDeactivate();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isInterrogate();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isRegister();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.isErasure();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.isPendingUSSD();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.isUssdRequest();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.processCode();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.handlePasswordError(int);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.onUssdFinished(String,boolean);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.onUssdFinishedError();ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.sendUssd(String);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;true;com.android.internal.telephony.gsm.GsmMmiCode.handleMessage(Message);ADDED*
c38bb60d867c5d61d90b7179a9ed2b2d1848124f;2012-07-11 15:41:29 -0700;false;METHOD;false;com.android.internal.telephony.gsm.GsmMmiCode.getErrorMessage(AsyncResult);ADDED*
