Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericController::getEstimatedRowCount():long	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate	1/3	
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericScanController::positionAtNextPage(org.apache.derby.impl.store.access.conglomerate.RowPosition):void	org.apache.derby.impl.store.access.conglomerate.RowPosition	1/3	
Move Method	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate::latchPage(org.apache.derby.impl.store.access.conglomerate.RowPosition):boolean	org.apache.derby.impl.store.access.conglomerate.RowPosition	1/3	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::moveSavedDataToPage(org.apache.derby.iapi.services.io.DynamicByteArrayOutputStream, int, int):int	org.apache.derby.iapi.services.io.DynamicByteArrayOutputStream	1/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::write(int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	1/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::write(byte[], int, int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	1/3	
Move Method	org.apache.derby.iapi.services.context.ContextService::setCurrentContextManager(org.apache.derby.iapi.services.context.ContextManager):void	org.apache.derby.iapi.services.context.ContextManager	1/2	
Move Method	org.apache.derby.iapi.services.io.DebugByteTeeOutputStream::checkObject(org.apache.derby.iapi.services.io.Formatable):void	org.apache.derby.iapi.services.io.AccessibleByteArrayOutputStream	1/2	
Move Method	org.apache.derby.iapi.services.io.FormatableProperties::readExternal(org.apache.derby.iapi.services.io.ArrayInputStream):void	org.apache.derby.iapi.services.io.ArrayInputStream	1/2	
Move Method	org.apache.derby.impl.load.ExportAbstract::getOneRowAtATime(java.sql.ResultSet):java.lang.String[]	org.apache.derby.impl.load.ExportResultSetForObject	1/2	
Move Method	org.apache.derby.impl.sql.catalog.DD_Version::makeSystemCatalog(org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.impl.sql.catalog.TabInfoImpl):void	org.apache.derby.impl.sql.catalog.DataDictionaryImpl	1/2	
Move Method	org.apache.derby.impl.sql.compile.BaseTypeCompiler::numberStorable(org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.services.loader.ClassFactory):boolean	org.apache.derby.iapi.types.TypeId	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultColumnList::buildEmptyIndexRow(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, org.apache.derby.iapi.store.access.StoreCostController, org.apache.derby.iapi.sql.dictionary.DataDictionary):org.apache.derby.iapi.sql.execute.ExecRow	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultSetNode::renameGeneratedResultNames():void	org.apache.derby.impl.sql.compile.QueryTreeNodeVector	1/2	
Move Method	org.apache.derby.impl.sql.compile.UpdateNode::normalizeCorrelatedColumns(org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.impl.sql.compile.FromTable):void	org.apache.derby.impl.sql.compile.FromTable	1/2	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::updateNewColumnToDefault(org.apache.derby.iapi.sql.Activation, java.lang.String, java.lang.String, org.apache.derby.iapi.sql.conn.LanguageConnectionContext):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::updateNewAutoincrementColumn(org.apache.derby.iapi.sql.Activation, java.lang.String, long, long):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericController::setEstimatedRowCount(long):void	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate	1/2	
Move Method	org.apache.derby.impl.store.raw.data.EncryptData::getFilePath(org.apache.derby.iapi.store.raw.ContainerKey, boolean):java.lang.String	org.apache.derby.iapi.store.raw.ContainerKey	1/2	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::qualifyRecordFromSlot(java.lang.Object[], int, org.apache.derby.iapi.store.raw.FetchDescriptor, org.apache.derby.impl.store.raw.data.StoredRecordHeader, org.apache.derby.iapi.store.raw.RecordHandle):boolean	org.apache.derby.iapi.store.raw.FetchDescriptor	1/2	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::updateOverflowed(org.apache.derby.iapi.store.raw.xact.RawTransaction, int, java.lang.Object[], org.apache.derby.iapi.services.io.FormatableBitSet, org.apache.derby.impl.store.raw.data.StoredRecordHeader):void	org.apache.derby.impl.store.raw.data.StoredRecordHeader	1/2	
Move Method	org.apache.derby.jdbc.EmbedXAResource::checkUserCredentials(org.apache.derby.jdbc.EmbedXAResource):void	org.apache.derby.jdbc.EmbedPooledConnection	1/2	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::faultInTabInfo(org.apache.derby.impl.sql.catalog.TabInfoImpl):void	org.apache.derby.impl.sql.catalog.TabInfoImpl	2/5	
Move Method	org.apache.derby.impl.sql.compile.OrderByColumn::resolveColumnReference(org.apache.derby.impl.sql.compile.ResultSetNode, org.apache.derby.impl.sql.compile.ColumnReference):org.apache.derby.impl.sql.compile.ResultColumn	org.apache.derby.impl.sql.compile.ColumnReference	2/5	
Move Method	org.apache.derby.impl.sql.compile.FromBaseTable::pushIndexName(org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, org.apache.derby.iapi.services.compiler.MethodBuilder):void	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	2/4	
Move Method	org.apache.derby.impl.sql.compile.FromVTI::generateConstructor(org.apache.derby.impl.sql.compile.ActivationClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, boolean):void	org.apache.derby.impl.sql.compile.ActivationClassBuilder	2/4	
Move Method	org.apache.derby.impl.sql.compile.TimestampTypeCompiler::comparable(org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.types.TypeId, boolean, org.apache.derby.iapi.services.loader.ClassFactory):boolean	org.apache.derby.iapi.types.TypeId	2/4	
Move Method	org.apache.derby.iapi.types.DataTypeDescriptor::isExactTypeAndLengthMatch(org.apache.derby.iapi.types.DataTypeDescriptor):boolean	org.apache.derby.catalog.types.TypeDescriptorImpl	2/3	
Move Method	org.apache.derby.impl.jdbc.TemporaryClob::getBytePosition(long):long	org.apache.derby.impl.jdbc.TemporaryClob.CharToBytePositionCache	2/3	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::addSPSParams(org.apache.derby.iapi.sql.dictionary.SPSDescriptor, org.apache.derby.iapi.store.access.TransactionController, boolean):void	org.apache.derby.iapi.sql.dictionary.SPSDescriptor	2/3	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::addTableDescriptorToOtherCache(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.services.cache.Cacheable):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	2/3	
Move Method	org.apache.derby.impl.sql.compile.BinaryRelationalOperatorNode::buildTableNumList(org.apache.derby.impl.sql.compile.FromTable, boolean):void	org.apache.derby.impl.sql.compile.FromTable	2/3	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::bindCheckConstraint(org.apache.derby.iapi.sql.compile.NodeFactory, org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.impl.sql.compile.ValueNode):void	org.apache.derby.iapi.sql.compile.NodeFactory	2/3	
Move Method	org.apache.derby.impl.sql.compile.JoinNode::pushExpressionsToLeft(org.apache.derby.impl.sql.compile.PredicateList):void	org.apache.derby.impl.sql.compile.PredicateList	2/3	
Move Method	org.apache.derby.impl.sql.compile.JoinNode::pushExpressionsToRight(org.apache.derby.impl.sql.compile.PredicateList):void	org.apache.derby.impl.sql.compile.PredicateList	2/3	
Move Method	org.apache.derby.impl.sql.compile.TableElementList::genIndexAction(boolean, java.lang.String, org.apache.derby.impl.sql.compile.ConstraintDefinitionNode, java.lang.String[], boolean, org.apache.derby.iapi.sql.dictionary.SchemaDescriptor, java.lang.String, int, org.apache.derby.iapi.sql.dictionary.DataDictionary):org.apache.derby.impl.sql.execute.IndexConstantAction	org.apache.derby.impl.sql.compile.ConstraintDefinitionNode	2/3	
Move Method	org.apache.derby.impl.sql.execute.DeleteResultSet::fireAfterTriggers():void	org.apache.derby.impl.sql.execute.TriggerEventActivator	2/3	
Move Method	org.apache.derby.impl.store.raw.data.AllocPage::preAllocatePage(org.apache.derby.impl.store.raw.data.FileContainer, int, int):void	org.apache.derby.impl.store.raw.data.AllocExtent	2/3	
Move Method	org.apache.derby.impl.store.raw.data.BaseContainer::removePage(org.apache.derby.impl.store.raw.data.BaseContainerHandle, org.apache.derby.impl.store.raw.data.BasePage):void	org.apache.derby.impl.store.raw.data.BasePage	2/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::writeInt(int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	2/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::writeLong(long):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	2/3	
