NORM_NAME;NAME
android.support.v4.app.BackStackRecord.replace(fragment, int);BackStackRecord.replace(int, Fragment)
android.support.v4.app.BackStackRecord.replace(fragment, int, string);BackStackRecord.replace(int, Fragment, String)
android.support.v4.app.BackStackRecord.remove(fragment);BackStackRecord.remove(Fragment)
android.support.v4.app.BackStackRecord.hide(fragment);BackStackRecord.hide(Fragment)
android.support.v4.app.BackStackRecord.show(fragment);BackStackRecord.show(Fragment)
android.support.v4.app.BackStackRecord.detach(fragment);BackStackRecord.detach(Fragment)
android.support.v4.app.BackStackRecord.attach(fragment);BackStackRecord.attach(Fragment)
android.support.v4.app.BackStackRecord.setCustomAnimations(int, int);BackStackRecord.setCustomAnimations(int, int)
android.support.v4.app.BackStackRecord.setCustomAnimations(int, int, int, int);BackStackRecord.setCustomAnimations(int, int, int, int)
android.support.v4.app.BackStackRecord.setTransition(int);BackStackRecord.setTransition(int)
android.support.v4.app.BackStackRecord.setTransitionStyle(int);BackStackRecord.setTransitionStyle(int)
android.support.v4.app.BackStackRecord.addToBackStack(string);BackStackRecord.addToBackStack(String)
android.support.v4.app.BackStackRecord.isAddToBackStackAllowed();BackStackRecord.isAddToBackStackAllowed()
android.support.v4.app.BackStackRecord.disallowAddToBackStack();BackStackRecord.disallowAddToBackStack()
android.support.v4.app.BackStackRecord.setBreadCrumbTitle(int);BackStackRecord.setBreadCrumbTitle(int)
android.support.v4.app.BackStackRecord.setBreadCrumbTitle(charsequence);BackStackRecord.setBreadCrumbTitle(CharSequence)
android.support.v4.app.BackStackRecord.setBreadCrumbShortTitle(int);BackStackRecord.setBreadCrumbShortTitle(int)
android.support.v4.app.BackStackRecord.setBreadCrumbShortTitle(charsequence);BackStackRecord.setBreadCrumbShortTitle(CharSequence)
android.support.v4.app.BackStackRecord.bumpBackStackNesting(int);BackStackRecord.bumpBackStackNesting(int)
android.support.v4.app.BackStackRecord.commit();BackStackRecord.commit()
android.support.v4.app.BackStackRecord.commitAllowingStateLoss();BackStackRecord.commitAllowingStateLoss()
android.support.v4.app.BackStackRecord.commitInternal(boolean);BackStackRecord.commitInternal(boolean)
